Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
GCA_042177385.1	virulence_ecoli	fimH	100	489 / 489	"ABUWCX010000067.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.067, whole genome shotgun sequence"	12665..13153	   Type 1 fimbriae	NA
GCA_042177385.1	virulence_ecoli	gad	100	1401 / 1401	"ABUWCX010000007.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.007, whole genome shotgun sequence"	75845..77245	  Glutamate decarboxylase	AP010953
GCA_042177385.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABUWCX010000001.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_042177385.1	virulence_ecoli	iss	99.66	294 / 294	"ABUWCX010000064.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.064, whole genome shotgun sequence"	8665..8958	  Increased serum survival	CP001846
GCA_042177385.1	virulence_ecoli	mchB	99.66	294 / 294	"ABUWCX010000041.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.041, whole genome shotgun sequence"	20633..20926	  Microcin H47 part of colicin H	AJ009631
GCA_042177385.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABUWCX010000041.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.041, whole genome shotgun sequence"	18811..20361	  MchC protein	FN554766
GCA_042177385.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABUWCX010000041.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.041, whole genome shotgun sequence"	14817..16913	  ABC transporter protein MchF	FN554766
GCA_042177385.1	virulence_ecoli	mcmA	100	279 / 279	"ABUWCX010000041.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.041, whole genome shotgun sequence"	14285..14563	  Microcin M part of colicin H	AJ515251
GCA_042177385.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABUWCX010000013.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.013, whole genome shotgun sequence"	15937..16821	  lipoprotein NlpI precursor	CP000243
GCA_042177385.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABUWCX010000058.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.058, whole genome shotgun sequence"	3635..4876	   stx2i-O9-CB10366	FN252457
GCA_042177385.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABUWCX010000228.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.guided.119, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_042177385.1	virulence_ecoli	terC	100	714 / 714	"ABUWCX010000003.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.003, whole genome shotgun sequence"	22733..23446	  Tellurium ion resistance protein	CP007491
GCA_042177385.1	virulence_ecoli	terC	99.9	959 / 966	"ABUWCX010000011.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.011, whole genome shotgun sequence"	54861..55819	  Tellurium ion resistance protein	MG591698
GCA_042177385.1	virulence_ecoli	terC	100	1041 / 1041	"ABUWCX010000088.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.089, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_042177385.1	virulence_ecoli	tia	99.73	738 / 738	"ABUWCX010000099.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.100, whole genome shotgun sequence"	2399..3136	 Tia Invasion determinant	CP015995
GCA_042177385.1	virulence_ecoli	traJ	98.54	687 / 687	"ABUWCX010000049.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.049, whole genome shotgun sequence"	21783..22469	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_042177385.1	virulence_ecoli	traT	100	732 / 732	"ABUWCX010000049.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.049, whole genome shotgun sequence"	232..963	  Outer membrane protein complement resistance	CP009167
GCA_042177385.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABUWCX010000008.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.008, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_042177385.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABUWCX010000008.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.008, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_042177385.1	virulence_ecoli	yehC	97.63	675 / 675	"ABUWCX010000008.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.008, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_042177385.1	virulence_ecoli	yehD	98.71	543 / 543	"ABUWCX010000008.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.008, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_042177385.1	stx	stx2	99.6	1242 / 1242	"ABUWCX010000058.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.058, whole genome shotgun sequence"	3635..4876	"O9 CB10366, variant i"	FN252457
GCA_042177385.1	stx	stx2	99.6	1242 / 1242	"ABUWCX010000228.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.guided.119, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_042441235.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABVLER010000028.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.028, whole genome shotgun sequence"	1659..3314		CP054236
GCA_042441235.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABVLER010000089.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.089, whole genome shotgun sequence"	11884..13419	  Colicin B	FJ664743
GCA_042441235.1	virulence_ecoli	cia	100	147 / 147	"ABVLER010000063.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.063, whole genome shotgun sequence"	6769..6915	  Colicin ia	QMGM01000002
GCA_042441235.1	virulence_ecoli	cma	99.75	816 / 816	"ABVLER010000063.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.063, whole genome shotgun sequence"	129..944	  Colicin M activity	FJ664724
GCA_042441235.1	virulence_ecoli	csgA	100	456 / 456	"ABVLER010000004.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.004, whole genome shotgun sequence"	148994..149449	 curlin major subunit CsgA	CP069646
GCA_042441235.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABVLER010000059.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.059, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_042441235.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABVLER010000019.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.019, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_042441235.1	virulence_ecoli	fimH	100	489 / 489	"ABVLER010000055.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.055, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_042441235.1	virulence_ecoli	hha	94.37	213 / 213	"ABVLER010000009.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.009, whole genome shotgun sequence"	1400..1612	 hemolysin expression modulator Hha (previous rmoA)	453331
GCA_042441235.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABVLER010000004.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.004, whole genome shotgun sequence"	38691..39597	  Avian E. coli haemolysin	ECU57430
GCA_042441235.1	virulence_ecoli	iss	99.66	294 / 294	"ABVLER010000043.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.043, whole genome shotgun sequence"	8665..8958	  Increased serum survival	CP001846
GCA_042441235.1	virulence_ecoli	mchB	99.66	294 / 294	"ABVLER010000025.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.025, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_042441235.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABVLER010000025.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.025, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_042441235.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABVLER010000025.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.025, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_042441235.1	virulence_ecoli	mcmA	100	279 / 279	"ABVLER010000025.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.025, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_042441235.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABVLER010000006.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.006, whole genome shotgun sequence"	9289..10173	  lipoprotein NlpI precursor	CP000243
GCA_042441235.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABVLER010000064.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.064, whole genome shotgun sequence"	3636..4877	   stx2i-O9-CB10366	FN252457
GCA_042441235.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABVLER010000206.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.guided.122, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_042441235.1	virulence_ecoli	terC	100	714 / 714	"ABVLER010000002.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.002, whole genome shotgun sequence"	22732..23445	  Tellurium ion resistance protein	CP007491
GCA_042441235.1	virulence_ecoli	terC	99.9	959 / 966	"ABVLER010000006.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.006, whole genome shotgun sequence"	80970..81928	  Tellurium ion resistance protein	MG591698
GCA_042441235.1	virulence_ecoli	terC	100	1041 / 1041	"ABVLER010000091.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.091, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_042441235.1	virulence_ecoli	tia	99.73	738 / 738	"ABVLER010000096.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.098, whole genome shotgun sequence"	2399..3136	 Tia Invasion determinant	CP015995
GCA_042441235.1	virulence_ecoli	traJ	98.69	687 / 687	"ABVLER010000052.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.052, whole genome shotgun sequence"	21784..22470	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_042441235.1	virulence_ecoli	traT	100	732 / 732	"ABVLER010000052.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.052, whole genome shotgun sequence"	233..964	  Outer membrane protein complement resistance	CP009167
GCA_042441235.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABVLER010000011.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.011, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_042441235.1	virulence_ecoli	yehB	98.67	2481 / 2481	"ABVLER010000011.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.011, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_042441235.1	virulence_ecoli	yehC	97.63	675 / 675	"ABVLER010000011.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.011, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_042441235.1	virulence_ecoli	yehD	98.71	543 / 543	"ABVLER010000011.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.011, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_042441235.1	stx	stx2	99.6	1242 / 1242	"ABVLER010000064.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.denovo.064, whole genome shotgun sequence"	3636..4877	"O9 CB10366, variant i"	FN252457
GCA_042441235.1	stx	stx2	99.6	1242 / 1242	"ABVLER010000206.1 Escherichia coli strain 01608955 SAMN43948175-rid23509633.guided.122, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_042710215.1	virulence_ecoli	csgA	98.9	456 / 456	"DAXKPL010000009.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.009, whole genome shotgun sequence"	149656..150111	 curlin major subunit CsgA	CP069646
GCA_042710215.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"DAXKPL010000005.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.005, whole genome shotgun sequence"	111586..112726	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_042710215.1	virulence_ecoli	fdeC	95.49	4254 / 4254	"DAXKPL010000015.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.015, whole genome shotgun sequence"	14340..18593	 intimin-like adhesin FdeC	AP010953
GCA_042710215.1	virulence_ecoli	fimH	100	489 / 489	"DAXKPL010000007.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.007, whole genome shotgun sequence"	55017..55505	   Type 1 fimbriae	NA
GCA_042710215.1	virulence_ecoli	hha	91.67	180 / 213	"DAXKPL010000060.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.061, whole genome shotgun sequence"	8983..9162	 hemolysin expression modulator Hha (previous rmoA)	453331
GCA_042710215.1	virulence_ecoli	hlyE	99.13	918 / 918	"DAXKPL010000009.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.009, whole genome shotgun sequence"	39255..40171	  Avian E. coli haemolysin	ECU57430
GCA_042710215.1	virulence_ecoli	iss	100	294 / 294	"DAXKPL010000004.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.004, whole genome shotgun sequence"	261177..261470	  Increased serum survival	CP001665
GCA_042710215.1	virulence_ecoli	lpfA	100	573 / 573	"DAXKPL010000035.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.035, whole genome shotgun sequence"	38410..38982	  Long polar fimbriae	KC207123
GCA_042710215.1	virulence_ecoli	nlpI	99.77	885 / 885	"DAXKPL010000014.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.014, whole genome shotgun sequence"	16222..17106	  lipoprotein NlpI precursor	CP000243
GCA_042710215.1	virulence_ecoli	ompT	95.78	948 / 948	"DAXKPL010000036.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.036, whole genome shotgun sequence"	34592..35539	  Outer membrane protease (protein protease 7)	CDLB01000100
GCA_042710215.1	virulence_ecoli	ompT	99.72	363 / 363	"DAXKPL010000062.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.064, whole genome shotgun sequence"	1052..1414	  Outer membrane protease (protein protease 7)	UDHB01000050
GCA_042710215.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"DAXKPL010000022.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.022, whole genome shotgun sequence"	918..2159	   stx2i-O9-CB10366	FN252457
GCA_042710215.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"DAXKPL010000128.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.guided.081, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_042710215.1	virulence_ecoli	terC	100	714 / 714	"DAXKPL010000003.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.003, whole genome shotgun sequence"	182883..183596	  Tellurium ion resistance protein	CP007491
GCA_042710215.1	virulence_ecoli	terC	98.85	959 / 966	"DAXKPL010000028.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.028, whole genome shotgun sequence"	51418..52376	  Tellurium ion resistance protein	MG591698
GCA_042710215.1	virulence_ecoli	traT	100	732 / 732	"DAXKPL010000023.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.023, whole genome shotgun sequence"	54970..55701	  Outer membrane protein complement resistance	LAUD01000149
GCA_042710215.1	virulence_ecoli	yehA	98.06	1033 / 1035	"DAXKPL010000012.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.012, whole genome shotgun sequence"	109274..110306	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_042710215.1	virulence_ecoli	yehB	97.86	2481 / 2481	"DAXKPL010000012.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.012, whole genome shotgun sequence"	110322..112802	" Usher, YHD fimbriael cluster"	CP042934
GCA_042710215.1	virulence_ecoli	yehC	98.37	675 / 675	"DAXKPL010000012.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.012, whole genome shotgun sequence"	112818..113492	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_042710215.1	virulence_ecoli	yehD	98.71	543 / 543	"DAXKPL010000012.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.012, whole genome shotgun sequence"	113573..114115	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_042710215.1	virulence_ecoli	yghJ	98.1	4573 / 4569	"DAXKPL010000026.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.026, whole genome shotgun sequence"	27761..32329		CP002729
GCA_042710215.1	stx	stx2	99.6	1242 / 1242	"DAXKPL010000022.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.denovo.022, whole genome shotgun sequence"	918..2159	"O9 CB10366, variant i"	FN252457
GCA_042710215.1	stx	stx2	99.6	1242 / 1242	"DAXKPL010000128.1 TPA_asm: Escherichia coli strain O8/O30:H25 isolate 22ER0528 SAMN39582411-rid20990143.guided.081, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_042935545.1	virulence_ecoli	cia	99.62	264 / 264	"DAXTKX010000050.1 TPA_asm: Escherichia coli strain EH4141 SAMEA115376134-rid21221983.denovo.53, whole genome shotgun sequence"	3413..3676	  Colicin ia	UGDH01000002
GCA_042935545.1	virulence_ecoli	csgA	98.9	456 / 456	"DAXTKX010000007.1 TPA_asm: Escherichia coli strain EH4141 SAMEA115376134-rid21221983.denovo.07, whole genome shotgun sequence"	211884..212339	 curlin major subunit CsgA	CP069646
GCA_042935545.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"DAXTKX010000008.1 TPA_asm: Escherichia coli strain EH4141 SAMEA115376134-rid21221983.denovo.08, whole genome shotgun sequence"	139218..140358	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_042935545.1	virulence_ecoli	fdeC	95.49	4254 / 4254	"DAXTKX010000002.1 TPA_asm: Escherichia coli strain EH4141 SAMEA115376134-rid21221983.denovo.02, whole genome shotgun sequence"	265894..270147	 intimin-like adhesin FdeC	AP010953
